,Xiaomi,Asus,Mac OS X,Huawei,Windows 10 S,ARM_GPU,Samsung_CPU,Fujitsu,Lenovo,Samsung,Google,Android,Toshiba,HP,Microsoft,Dell,Chuwi,LG,Inches,Vero,2 in 1 Convertible,Apple,Mediacom,macOS,Netbook,Chrome OS,Storage,Windows 10,Windows 7,Linux,No OS,MSI,AMD_CPU,Intel_CPU,Intel_GPU,AMD_GPU,Acer,Weight,Razer,Workstation,Ultrabook,Nvidia_GPU,Gaming,CpuFreq,Notebook,ScreenHeight,ScreenWidth,Ram,Price
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,2.1,0,0,0,0,0,1.8,1,1080,1920,16,61751.52
1172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,19660.32
1173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,0,1,0,0,1,1,0,0,2.1,0,0,0,0,0,2.3,1,768,1366,4,21205.44
1174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,0,1,0,0,1,0,0,0,2.2,0,0,0,1,0,2.7,1,1080,1920,8,37775.52
1175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,2.0,0,0,0,0,0,2.4,1,1080,1920,4,40972.32
1176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,1,0,0,0,0,1,1,0,0,2.32,0,0,0,0,0,2.5,1,1080,1920,4,43956.0
1177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,0,0,0,3.31,0,0,0,1,1,2.6,0,1080,1920,16,69530.4
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,1,0,1,0,0,0,1.91,0,0,0,1,1,2.6,0,1080,1920,16,114731.5536
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.07,0,0,0,0,0,2.3,1,768,1366,4,34632.0
1180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.36,0,0,0,0,0,2.3,0,1440,2560,8,87219.36
1181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,1.54,0,0,1,1,0,2.7,0,1080,1920,6,44275.68
1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,256.0,0,0,1,0,0,0,1,0,0,0,1.98,0,0,0,1,0,2.7,1,1080,1920,8,47686.1328
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,1,2.1,0,0,0,0,0,2.0,1,768,1366,4,17742.239999999998
1184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.18,0,0,0,1,0,2.6,1,1080,1920,6,42570.72
1185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,2.591,0,0,0,1,1,2.6,0,1080,1920,8,48431.52
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,2.09,0,0,0,0,0,2.7,0,1080,1920,16,62817.12
1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,1,2.23,0,0,0,1,0,2.5,1,1080,1920,4,36816.48
1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,0,0,0,0,0,0,0,256.0,0,0,1,0,0,0,1,1,0,0,1.23,0,0,1,0,0,2.4,0,1800,3200,8,58554.72
1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,1,4.2,0,0,0,1,1,2.8,0,1080,1920,16,138474.72
1190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.4,0,0,0,1,1,2.5,0,1080,1920,8,43636.32
1191,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12.3,0,1,0,0,0,0,1,32.0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,2.0,0,1600,2400,4,35111.52
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,1.86,0,0,0,0,0,2.5,1,768,1366,4,25840.8
1193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,1,0,0,0,0,256.0,0,0,0,0,0,0,1,1,0,0,0.92,0,0,1,0,0,1.1,0,1440,2304,8,61964.64
1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,0,1,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.6,0,0,0,0,0,2.5,0,1080,1920,8,63882.72
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,2.21,0,0,0,1,0,2.8,1,1080,1920,12,70702.56
1196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,0,1,0,0,1,0,1,0,1.9,0,0,0,0,0,2.0,1,768,1366,4,19607.04
1197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,0,0,0,4.3,0,0,0,1,1,2.6,0,1080,1920,16,114552.0
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,1,0,0,0,1,1,0,1,2.1,0,0,0,0,0,2.0,1,768,1366,4,14492.16
1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,256.0,1,0,0,0,1,0,1,0,0,0,2.43,0,0,0,1,1,2.8,0,1080,1920,16,109165.392
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,1,0,2.3,0,0,0,0,0,2.0,1,768,1366,4,26586.72
1201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,0,1,0,0,1,0,0,0,2.2,0,0,0,1,0,2.5,1,768,1366,8,33513.119999999995
1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,2.0,0,0,0,0,0,1.8,0,1080,1920,16,68464.8
1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.2,0,0,1,0,0,2.7,0,1800,3200,16,142790.4
1204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,1,2.6,0,1080,1920,8,62284.32
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,1,0,2.36,0,0,0,0,0,2.5,1,1080,1920,8,47365.92
1206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.91,0,0,0,0,0,2.5,1,768,1366,8,30849.12
1207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,1,0,0,1,0,2.2,0,0,0,0,0,2.2,1,768,1366,4,15930.72
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,1,3.3,0,0,0,1,0,2.0,1,900,1600,8,33513.119999999995
1209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,1,2.8,0,1080,1920,16,130482.72
1210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,1,0,0,0,0,512.0,0,0,0,0,0,0,1,1,0,0,0.92,0,0,1,0,0,1.2,0,1440,2304,8,68145.12
1211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,0,2.8,1,1080,1920,16,93186.72
1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,256.0,1,0,0,0,1,0,1,0,0,0,2.43,0,0,0,1,1,2.6,0,1080,1920,16,103842.1872
1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,1,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,2.191,0,0,0,0,0,2.5,0,1080,1920,8,53226.72
1214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,2.9,0,0,0,1,1,2.8,0,1080,1920,16,103842.72
1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,1,1,32.0,0,0,0,0,0,0,1,1,0,1,1.3,0,0,0,0,0,1.5,0,768,1366,2,9270.72
1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,1,3.3,0,0,0,1,0,2.0,1,900,1600,4,31861.44
1217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,1000.0,0,0,0,1,0,0,1,1,0,0,2.8,0,0,0,0,0,2.5,1,900,1600,8,28717.92
1218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,2.6,0,0,0,1,1,2.6,0,1080,1920,8,67772.16
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,1,1.2,0,0,0,0,0,1.3,0,1080,1920,8,61218.72
1220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,2.3,0,0,0,0,0,2.6,1,1080,1920,8,81465.12
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,1,0,1,0,0,0,2.2,0,0,0,1,1,2.6,0,1080,1920,8,78647.1408
1222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,1,0,0,1,0,2.1,0,0,0,0,0,2.7,1,1080,1920,6,28185.12
1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.5,0,0,0,0,0,0,0,256.0,0,1,0,0,0,0,1,1,0,0,1.26,0,0,1,0,0,2.4,0,1080,1920,8,91288.3536
1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0,0,1,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.08,0,0,0,0,0,2.4,0,1080,1920,4,27119.52
1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.65,0,0,0,0,0,1.6,1,768,1366,4,16463.52
1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.29,0,0,1,0,0,2.7,0,1800,3200,8,78694.56
1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,1,0,0,0,1,1,0,0,2.18,0,0,0,0,0,2.5,1,768,1366,4,27804.7008
1228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,2.6,0,0,0,1,1,2.6,0,1080,1920,16,54825.12
1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,1,0,1,0,0,0,2.2,0,0,0,1,1,2.8,0,1080,1920,8,61218.72
1230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,1,0,512.0,1,0,0,0,0,0,1,1,0,0,1.3,0,0,0,0,0,2.5,0,1080,1920,16,87912.0
1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,1.95,1,0,0,1,1,2.8,0,1080,1920,16,186426.72
1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.3,0,0,0,0,0,2.4,1,768,1366,8,24988.8528
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,256.0,1,0,0,0,1,0,1,0,0,0,2.7,0,0,0,1,1,2.8,0,1080,1920,16,85141.44
1234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,1,0,0,0,0,256.0,0,0,0,0,0,0,1,1,0,0,1.08,0,0,1,0,0,1.6,0,768,1366,4,51095.52
1235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.1,0,0,0,0,0,2.0,1,1080,1920,4,25467.84
1236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,0,0,0,0,0,0,0,256.0,0,1,0,0,0,0,1,1,0,0,1.54,0,0,1,0,0,2.5,0,1440,2560,8,117119.5632
1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,0,1,0,0,0,0,1,1,0,0,2.24,0,0,0,0,0,2.3,1,768,1366,4,39267.36
1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,1,0,1,0,0,0,2.3,0,0,0,1,1,2.6,0,1080,1920,8,62284.32
1239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.4,0,0,0,0,0,2.7,1,1080,1920,16,79866.72
1240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,1,0,0,1,0,2.2,0,0,0,0,0,3.6,1,1080,1920,6,31838.5296
1241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.45,0,0,1,0,0,2.5,0,1080,1920,8,68198.4
1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,1,0,0,0,1,1,0,1,2.4,0,0,0,0,0,2.0,1,768,1366,4,19276.704
1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,0,0,0,2.77,0,0,0,1,0,2.7,0,1080,1920,16,95850.72
1244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,0,0,0,0,0,0,0,256.0,0,1,0,0,0,0,1,1,0,0,1.54,0,0,0,0,0,2.3,1,1080,1920,4,58607.46719999999
1245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,2.5,0,0,0,1,1,2.8,0,1080,1920,16,85248.0
1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,1.6,0,0,0,0,0,2.5,1,768,1366,4,46620.0
1247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,0,0,0,2.34,0,0,0,1,1,2.6,0,1080,1920,16,123876.0
1248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,256.0,0,0,0,1,0,0,1,1,0,0,2.3,0,0,0,0,0,2.5,1,1080,1920,8,30529.44
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,0,1,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.24,0,0,0,0,0,1.2,0,1800,3200,8,96596.64
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,1,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,17262.72
1251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,1,0,0,1,0,1.86,0,0,0,0,0,2.5,1,768,1366,4,21258.72
1252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,2.4,0,0,0,1,0,2.3,1,1080,1920,6,30316.32
1253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,256.0,1,0,0,0,0,0,1,1,0,0,1.9,0,0,0,0,0,2.3,1,1080,1920,8,57116.16
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,23655.7872
1255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.0,0,0,0,0,0,1.1,1,768,1366,4,18061.92
1256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,128.0,1,0,0,0,0,0,1,0,0,0,4.0,0,0,0,1,1,2.6,0,1080,1920,16,101232.0
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.29,0,0,0,0,0,2.0,1,768,1366,4,26107.2
1258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,1,0,0,0,0,1,0,1,0,2.32,0,0,0,0,0,2.5,1,1080,1920,8,47685.6
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,128.0,1,0,0,0,1,0,1,0,0,0,2.4,0,0,0,1,1,2.6,0,1080,1920,8,65481.12
1260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,128.0,1,0,0,0,0,0,1,1,0,0,1.8,0,0,0,0,0,2.3,0,1080,1920,4,44382.7728
1261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.2,0,0,1,0,0,0.9,0,1080,1920,8,38841.12
1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.3,0,0,0,0,0,2.4,1,768,1366,6,24455.52
1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,1,0,0,0,1,1,0,1,2.4,0,0,0,0,0,1.6,1,768,1366,4,15397.92
1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,2,20193.12
1265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.6,0,0,0,1,0,2.6,1,1080,1920,8,47898.72
1266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,1,0,0,1,0,2.04,0,0,0,0,0,2.9,1,1080,1920,6,29303.4672
1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,1,0,0,0,1,0,1,0,2.3,0,0,0,0,0,2.7,1,768,1366,8,42943.1472
1268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.6,0,0,0,0,0,1,0,32.0,1,0,0,0,0,0,1,1,0,0,1.17,0,0,0,0,0,1.6,0,768,1366,2,11135.52
1269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,0,2.5,1,768,1366,4,38378.6496
1270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,128.0,1,0,0,0,0,0,1,1,0,0,1.8,0,0,0,0,0,2.5,0,1080,1920,4,33992.64
1271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.3,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.3,0,0,0,0,0,2.5,0,1800,3200,16,79866.72
1272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,64.0,1,0,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,1.6,1,768,1366,2,12201.12
1273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,1,0,2.19,0,0,0,0,0,2.5,1,768,1366,6,40705.92
1274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,19660.32
1275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.2,0,0,1,0,0,0.9,0,1080,1920,8,38841.12
1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.3,0,0,0,0,0,2.4,1,768,1366,6,24455.52
1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,1,0,0,0,1,1,0,1,2.4,0,0,0,0,0,1.6,1,768,1366,4,15397.92
1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,2,20193.12
1279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.6,0,0,0,1,0,2.6,1,1080,1920,8,47898.72
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,1,0,0,1,0,2.04,0,0,0,0,0,2.9,1,1080,1920,6,29303.4672
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,1,0,0,0,1,0,1,0,2.3,0,0,0,0,0,2.7,1,768,1366,8,42943.1472
1282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.6,0,0,0,0,0,1,0,32.0,1,0,0,0,0,0,1,1,0,0,1.17,0,0,0,0,0,1.6,0,768,1366,2,11135.52
1283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,0,2.5,1,768,1366,4,38378.6496
1284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,128.0,1,0,0,0,0,0,1,1,0,0,1.8,0,0,0,0,0,2.5,0,1080,1920,4,33992.64
1285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.3,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.3,0,0,0,0,0,2.5,0,1800,3200,16,79866.72
1286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,64.0,1,0,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,1.6,1,768,1366,2,12201.12
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,1,0,2.19,0,0,0,0,0,2.5,1,768,1366,6,40705.92
1288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,19660.32
1289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.2,0,0,1,0,0,0.9,0,1080,1920,8,38841.12
1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,1,0,0,2.3,0,0,0,0,0,2.4,1,768,1366,6,24455.52
